Lookup	ID	Ndex	Species	Forme	Type1	Type2	Ability1	Ability2	AbilityH	HP	Attack	Defense	SpAttack	SpDefense	Speed	Total	Weight	Height	Dex1	Dex2	Class	%Male	%Female	Pre-Evolution	Egg Group 1	Egg Group 2	Type Concat	Ability Concat
Vivillon	974	666	Vivillon	Vivillon (River Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	975	666	Vivillon	Vivillon (Monsoon Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	976	666	Vivillon	Vivillon (Savanna Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	977	666	Vivillon	Vivillon (Sun Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	978	666	Vivillon	Vivillon (Ocean Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	979	666	Vivillon	Vivillon (Jungle Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	980	666	Vivillon	Vivillon (Fancy Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	981	666	Vivillon	Vivillon (Poké Ball Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Flabébé	982	669	Flabébé	Flabébé (Yellow Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	44	38	39	61	79	42	303	0.2 lbs.	0'04"			Single Bloom Pokémon	0	1	#N/A	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Flabébé	983	669	Flabébé	Flabébé (Orange Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	44	38	39	61	79	42	303	0.2 lbs.	0'04"			Single Bloom Pokémon	0	1	#N/A	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Flabébé	984	669	Flabébé	Flabébé (Blue Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	44	38	39	61	79	42	303	0.2 lbs.	0'04"			Single Bloom Pokémon	0	1	#N/A	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Flabébé	985	669	Flabébé	Flabébé (White Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	44	38	39	61	79	42	303	0.2 lbs.	0'04"			Single Bloom Pokémon	0	1	#N/A	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Floette	986	670	Floette	Floette (Yellow Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	54	45	47	75	98	52	371	2.0 lbs.	0'08"			Single Bloom Pokémon	0	1	Flabébé	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Floette	987	670	Floette	Floette (Orange Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	54	45	47	75	98	52	371	2.0 lbs.	0'08"			Single Bloom Pokémon	0	1	Flabébé	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Floette	988	670	Floette	Floette (Blue Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	54	45	47	75	98	52	371	2.0 lbs.	0'08"			Single Bloom Pokémon	0	1	Flabébé	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Floette	989	670	Floette	Floette (White Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	54	45	47	75	98	52	371	2.0 lbs.	0'08"			Single Bloom Pokémon	0	1	Flabébé	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Floette (Eternal Flower)	990	670	Floette	Floette (Eternal Flower)	Fairy	#N/A	Flower Veil	#N/A	#N/A	74	65	67	125	128	92	551	2.0 lbs.	0'08"			Single Bloom Pokémon	0	1	#N/A	Undiscovered	#N/A	Fairy	Flower Veil
Florges (Yellow Flower)	991	671	Florges	Florges (Yellow Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	78	65	68	112	154	75	552	22.0 lbs.	3'07"			Garden Pokémon	0	1	Floette	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Florges (Orange Flower)	992	671	Florges	Florges (Orange Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	78	65	68	112	154	75	552	22.0 lbs.	3'07"			Garden Pokémon	0	1	Floette	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Florges (Blue Flower)	993	671	Florges	Florges (Blue Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	78	65	68	112	154	75	552	22.0 lbs.	3'07"			Garden Pokémon	0	1	Floette	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Florges (White Flower)	994	671	Florges	Florges (White Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	78	65	68	112	154	75	552	22.0 lbs.	3'07"			Garden Pokémon	0	1	Floette	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Furfrou	995	676	Furfrou	Furfrou (Heart Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	996	676	Furfrou	Furfrou (Star Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	997	676	Furfrou	Furfrou (Diamond Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	998	676	Furfrou	Furfrou (Debutante Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	999	676	Furfrou	Furfrou (Matron Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	1000	676	Furfrou	Furfrou (Dandy Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	1001	676	Furfrou	Furfrou (La Reine Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	1002	676	Furfrou	Furfrou (Kabuki Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Furfrou	1003	676	Furfrou	Furfrou (Pharaoh Trim)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Meowstic (Female)	1004	678	Meowstic	Meowstic (Female)	Psychic	#N/A	Keen Eye	Infiltrator	Competitive	74	48	76	83	81	104	466	18.7 lbs.	2'00"			Constraint Pokémon	0	1	Espurr	Field	#N/A	Psychic	Keen Eye / Infiltrator / Competitive*
Aegislash (Blade Forme)	1005	681	Aegislash	Aegislash (Blade Forme)	Steel	Ghost	Stance Change	#N/A	#N/A	60	150	50	150	50	60	520	116.8 lbs.	5'07"			Royal Sword Pokémon	0.5	0.5	Doublade	Mineral	#N/A	Steel / Ghost	Stance Change
Pumpkaboo (Small Size)	1006	710	Pumpkaboo	Pumpkaboo (Small Size)	Ghost	Grass	Pickup	Frisk	Insomnia	44	66	70	44	55	56	335	7.7 lbs.	1'00"			Pumpkin Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Ghost / Grass	Pickup / Frisk / Insomnia*
Pumpkaboo (Large Size)	1007	710	Pumpkaboo	Pumpkaboo (Large Size)	Ghost	Grass	Pickup	Frisk	Insomnia	54	66	70	44	55	46	335	16.5 lbs.	1'08"			Pumpkin Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Ghost / Grass	Pickup / Frisk / Insomnia*
Pumpkaboo (Super Size)	1008	710	Pumpkaboo	Pumpkaboo (Super Size)	Ghost	Grass	Pickup	Frisk	Insomnia	59	66	70	44	55	41	335	33.1 lbs.	2'07"			Pumpkin Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Ghost / Grass	Pickup / Frisk / Insomnia*
Gourgeist (Small Size)	1009	711	Gourgeist	Gourgeist (Small Size)	Ghost	Grass	Pickup	Frisk	Insomnia	55	85	122	58	75	99	494	20.9 lbs.	2'04"			Pumpkin Pokémon	0.5	0.5	Pumpkaboo (Small Size)	Amorphous	#N/A	Ghost / Grass	Pickup / Frisk / Insomnia*
Gourgeist (Large Size)	1010	711	Gourgeist	Gourgeist (Large Size)	Ghost	Grass	Pickup	Frisk	Insomnia	75	95	122	58	75	69	494	30.9 lbs.	3'07"			Pumpkin Pokémon	0.5	0.5	Pumpkaboo (Large Size)	Amorphous	#N/A	Ghost / Grass	Pickup / Frisk / Insomnia*
Gourgeist (Super Size)	1011	711	Gourgeist	Gourgeist (Super Size)	Ghost	Grass	Pickup	Frisk	Insomnia	85	100	122	58	75	54	494	86.0 lbs.	5'07"			Pumpkin Pokémon	0.5	0.5	Pumpkaboo (Super Size)	Amorphous	#N/A	Ghost / Grass	Pickup / Frisk / Insomnia*
Xerneas (Active Mode)	1012	716	Xerneas	Xerneas (Active Mode)	Fairy	#N/A	Fairy Aura	#N/A	#N/A	126	131	95	131	98	99	680	474.0 lbs.	9'10"			Life Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Fairy	Fairy Aura
Zygarde (10% Forme)	1013	718	Zygarde	Zygarde (10% Forme)	Dragon	Ground	Aura Break	Aura Break	Aura Break	54	100	71	61	85	115	486	73.9 lbs.	3'11"	Its sharp fangs make short work of finishing off its enemies, but it's unable to maintain this body indefinitely. After a period of time, it falls apart.	This is Zygarde's form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.	Order Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ground	Aura Break
Zygarde (10% Forme)	1014	718	Zygarde	Zygarde (10% Forme)	Dragon	Ground	Power Construct	Power Construct	Power Construct	54	100	71	61	85	115	486	73.9 lbs.	3'11"	Its sharp fangs make short work of finishing off its enemies, but it's unable to maintain this body indefinitely. After a period of time, it falls apart.	This is Zygarde's form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.	Order Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ground	Power Construct
Zygarde (50% Forme)	1015	718	Zygarde	Zygarde (50% Forme)	Dragon	Ground	Power Construct	Power Construct	Power Construct	108	100	121	81	95	95	600	672.4 lbs.	16'05"	This is Zygarde's form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.	It's thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.	Order Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ground	Power Construct
Zygarde (Complete Forme)	1016	718	Zygarde	Zygarde (Complete Forme)	Dragon	Ground	Power Construct	Power Construct	Power Construct	216	100	121	91	95	85	708	1344.8 lbs.	14'09"	This is Zygarde's form at times when it uses its overwhelming power to suppress those who endanger the ecosystem.	This is Zygarde's 100% form. It has enough power to overwhelm even Xerneas or Yveltal.	Order Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ground	Power Construct
Diancie (Mega Diancie)	1017	719	Diancie	Diancie (Mega Diancie)	Rock	Fairy	Magic Bounce	#N/A	#N/A	50	160	110	160	110	110	700	61.3 lbs.	3'07"			Jewel Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Rock / Fairy	Magic Bounce
Hoopa (Hoopa Unbound)	1018	720	Hoopa	Hoopa (Hoopa Unbound)	Psychic	Dark	Magician	#N/A	#N/A	80	160	60	170	130	80	680	1080.3 lbs.	21'04"			Djinn Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Psychic / Dark	Magician
Gumshoos (1)	1019	735	Gumshoos	Gumshoos (1)	Normal	#N/A	Stakeout	Strong Jaw	Adaptability	88	110	60	55	60	45	418	31.3 lbs.	2'04"			Stakeout Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Stakeout / Strong Jaw / Adaptability*
Vikavolt (1)	1020	738	Vikavolt	Vikavolt (1)	Bug	Electric	Levitate	Levitate	Levitate	77	70	90	145	75	43	500	99.2 lbs.	4'11"			Stag Beetle Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug / Electric	Levitate
Oricorio (Pom-Pom Style)	1021	741	Oricorio	Oricorio (Pom-Pom Style)	Electric	Flying	Dancer	Dancer	Dancer	75	70	70	98	70	93	476	7.5 lbs.	2'00"	This Oricorio has sipped bright yellow nectar. Its bright, cheerful dance melts the hearts of its enemies.	It creates an electric charge by rubbing its feathers together. It dances over to its enemies and delivers shocking electrical punches.	Dancing Pokémon	0.25	0.75	#N/A	Flying	#N/A	Electric / Flying	Dancer
Oricorio (Pa'u Style)	1022	741	Oricorio	Oricorio (Pa'u Style)	Psychic	Flying	Dancer	Dancer	Dancer	75	70	70	98	70	93	476	7.5 lbs.	2'00"	This Oricorio relaxes by swaying gently. This increases its psychic energy, which it then fires at its enemies.	This Oricorio has sipped pink nectar. Its enemies' hearts melt at the sight of its gently swaying hips.	Dancing Pokémon	0.25	0.75	#N/A	Flying	#N/A	Psychic / Flying	Dancer
Oricorio (Sensu Style)	1023	741	Oricorio	Oricorio (Sensu Style)	Ghost	Flying	Dancer	Dancer	Dancer	75	70	70	98	70	93	476	7.5 lbs.	2'00"	This Oricorio has sipped purple nectar. Its elegant, attractive dance will send the minds and hearts of its enemies to another world.	It summons the dead with its dreamy dancing. From their malice, it draws power with which to curse its enemies.	Dancing Pokémon	0.25	0.75	#N/A	Flying	#N/A	Ghost / Flying	Dancer
Lycanroc (Midnight Form)	1024	745	Lycanroc	Lycanroc (Midnight Form)	Rock	#N/A	Keen Eye	Vital Spirit	No Guard	85	115	75	55	75	82	487	55.1 lbs.	3'07"	The more intimidating the opponent it faces, the more this Pokémon's blood boils. It will attack with no regard for its own safety.	It goads its enemies into attacking, withstands the hits, and in return, delivers a headbutt, crushing their bones with its rocky mane.	Wolf Pokémon	0.5	0.5	Rockruff	Field	#N/A	Rock	Keen Eye / Vital Spirit / No Guard*
Wishiwashi	1025	746	Wishiwashi	Wishiwashi (School Form)	Water	#N/A	Schooling	Schooling	Schooling	45	140	130	140	135	30	620	173.3 lbs.	26'11"	Weak Wishiwashi school together to concentrate their power. Their united force makes them the demon of the sea, feared near and far.	At their appearance, even Gyarados will flee. When they team up to use Water Gun, its power exceeds that of Hydro Pump.	Small Fry Pokémon	0.5	0.5	#N/A	Water 2	#N/A	Water	Schooling
Lurantis (1)	1026	754	Lurantis	Lurantis (1)	Grass	#N/A	Leaf Guard	Leaf Guard	Contrary	70	105	90	80	90	45	480	40.8 lbs.	2'11"			Bloom Sickle Pokémon	0.5	0.5	#N/A	Grass	#N/A	Grass	Leaf Guard / Contrary*
Salazzle (1)	1027	758	Salazzle	Salazzle (1)	Poison	Fire	Corrosion	Corrosion	Oblivious	68	64	60	111	60	117	480	48.9 lbs.	3'11"			Toxic Lizard Pokémon	0	1	#N/A	Monster	Dragon	Poison / Fire	Corrosion / Oblivious*
Silvally (Type: Fighting)	1028	773	Silvally	Silvally (Type: Fighting)	Fighting	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Fighting	RKS System
Silvally (Type: Flying)	1029	773	Silvally	Silvally (Type: Flying)	Flying	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Flying	RKS System
Silvally (Type: Poison)	1030	773	Silvally	Silvally (Type: Poison)	Poison	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Poison	RKS System
Silvally (Type: Ground)	1031	773	Silvally	Silvally (Type: Ground)	Ground	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Ground	RKS System
Silvally (Type: Rock)	1032	773	Silvally	Silvally (Type: Rock)	Rock	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Rock	RKS System
Silvally (Type: Bug)	1033	773	Silvally	Silvally (Type: Bug)	Bug	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Bug	RKS System
Silvally (Type: Ghost)	1034	773	Silvally	Silvally (Type: Ghost)	Ghost	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Ghost	RKS System
Silvally (Type: Steel)	1035	773	Silvally	Silvally (Type: Steel)	Steel	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Steel	RKS System
Silvally (Type: Fire)	1036	773	Silvally	Silvally (Type: Fire)	Fire	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Fire	RKS System
Silvally (Type: Water)	1037	773	Silvally	Silvally (Type: Water)	Water	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Water	RKS System
Silvally (Type: Grass)	1038	773	Silvally	Silvally (Type: Grass)	Grass	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Grass	RKS System
Silvally (Type: Electric)	1039	773	Silvally	Silvally (Type: Electric)	Electric	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Electric	RKS System
Silvally (Type: Psychic)	1040	773	Silvally	Silvally (Type: Psychic)	Psychic	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Psychic	RKS System
Silvally (Type: Ice)	1041	773	Silvally	Silvally (Type: Ice)	Ice	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Ice	RKS System
Silvally (Type: Dragon)	1042	773	Silvally	Silvally (Type: Dragon)	Dragon	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Dragon	RKS System
Silvally (Type: Dark)	1043	773	Silvally	Silvally (Type: Dark)	Dark	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Dark	RKS System
Silvally (Type: Fairy)	1044	773	Silvally	Silvally (Type: Fairy)	Fairy	#N/A	RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6 lbs.	7'07"	It destroyed its own control mask. It has become capable of changing its type by equipping special memories.	Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.	Synthetic Pokémon	#N/A	#N/A	Type: Null	Undiscovered	#N/A	Fairy	RKS System
Minior (Meteor Form)	1045	774	Minior	Minior (Meteor Form)	Rock	Flying	Shields Down	Shields Down	Shields Down	60	60	100	60	100	60	440	88.2 lbs.	1'00"			Meteor Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Rock / Flying	Shields Down
Minior (Meteor Form)	1046	774	Minior	Minior (Meteor Form)	Rock	Flying	Shields Down	Shields Down	Shields Down	60	60	100	60	100	60	440	88.2 lbs.	1'00"			Meteor Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Rock / Flying	Shields Down
Minior (Meteor Form)	1047	774	Minior	Minior (Meteor Form)	Rock	Flying	Shields Down	Shields Down	Shields Down	60	60	100	60	100	60	440	88.2 lbs.	1'00"			Meteor Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Rock / Flying	Shields Down
Minior (Meteor Form)	1048	774	Minior	Minior (Meteor Form)	Rock	Flying	Shields Down	Shields Down	Shields Down	60	60	100	60	100	60	440	88.2 lbs.	1'00"			Meteor Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Rock / Flying	Shields Down
Minior (Meteor Form)	1049	774	Minior	Minior (Meteor Form)	Rock	Flying	Shields Down	Shields Down	Shields Down	60	60	100	60	100	60	440	88.2 lbs.	1'00"			Meteor Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Rock / Flying	Shields Down
